origin,colony,dest,origin_dest,time,trt,grate,wkgrate,ylossnorm,totchl,"survival (1=y,0=dead)",6 bleach/dead score,min,mean,dr90,mmm,dtr,maxdtr,days31,days32,inDHW,nightDHW,CRWDHW,inDHM
LV,LVA,LV,LV_LV,24,NA,0.066,0.104,NA,NA,1,0,,,,,,,,,,,,
LV,LVB,HV,LV_HV,24,NA,0.068,0.155,NA,NA,1,0,,,,,,,,,,,,
LV,LVB,HV,LV_HV,24,NA,0.104,0.02,NA,NA,1,0,,,,,,,,,,,,
LV,LVB,LV,LV_LV,24,NA,0.102,0.136,NA,NA,1,0,,,,,,,,,,,,
LV,LVB,LV,LV_LV,24,NA,NA,0.122,NA,NA,1,0,,,,,,,,,,,,
LV,LVB,LV,LV_LV,24,NA,0.133,0.071,NA,NA,1,0,,,,,,,,,,,,
LV,LVC,HV,LV_HV,24,NA,0.068,0.161,NA,NA,1,0,,,,,,,,,,,,
LV,LVC,HV,LV_HV,24,NA,0.025,NA,NA,NA,0,0,,,,,,,,,,,,
LV,LVC,LV,LV_LV,24,NA,0.049,0.196,NA,NA,1,0,,,,,,,,,,,,
LV,LVC,LV,LV_LV,24,NA,0.052,0.16,NA,NA,1,0,,,,,,,,,,,,
LV,LVC,LV,LV_LV,24,NA,0.058,0.128,NA,NA,1,0,,,,,,,,,,,,
LV,LVC,LV,LV_LV,24,NA,0.039,0.172,NA,NA,1,0,,,,,,,,,,,,
LV,LVC,LV,LV_LV,24,NA,0.028,0.25,NA,NA,1,0,,,,,,,,,,,,
LV,LVD,HV,LV_HV,24,NA,0.018,0.077,NA,NA,1,0,,,,,,,,,,,,
LV,LVD,HV,LV_HV,24,NA,0.022,0.035,NA,NA,1,0,,,,,,,,,,,,
LV,LVD,HV,LV_HV,24,NA,0.018,0.253,NA,NA,1,0,,,,,,,,,,,,
LV,LVD,HV,LV_HV,24,NA,NA,0.262,NA,NA,1,0,,,,,,,,,,,,
LV,LVD,LV,LV_LV,24,NA,NA,0.185,NA,NA,1,0,,,,,,,,,,,,
LV,LVD,LV,LV_LV,24,NA,0.038,0.135,NA,NA,1,0,,,,,,,,,,,,
LV,LVD,LV,LV_LV,24,NA,0.037,0.252,NA,NA,1,0,,,,,,,,,,,,
LV,LVE,HV,LV_HV,24,NA,0.139,0.274,NA,NA,1,0,,,,,,,,,,,,
LV,LVE,HV,LV_HV,24,NA,0.076,0.196,NA,NA,1,0,,,,,,,,,,,,
LV,LVE,HV,LV_HV,24,NA,0.013,0.215,NA,NA,1,1,,,,,,,,,,,,
LV,LVE,HV,LV_HV,24,NA,0.118,0.243,NA,NA,1,0,,,,,,,,,,,,
LV,LVE,LV,LV_LV,24,NA,0.026,0.243,NA,NA,1,0,,,,,,,,,,,,
LV,LVE,LV,LV_LV,24,NA,0.023,0.14,NA,NA,1,0,,,,,,,,,,,,
LV,LVE,LV,LV_LV,24,NA,0.041,0.183,NA,NA,1,0,,,,,,,,,,,,
LV,LVE,LV,LV_LV,24,NA,0.021,0.158,NA,NA,1,0,,,,,,,,,,,,
LV,LVK,HV,LV_HV,24,NA,0.005,0.116,NA,NA,1,1,,,,,,,,,,,,
LV,LVK,HV,LV_HV,24,NA,0.044,0.089,NA,NA,1,0,,,,,,,,,,,,
LV,LVK,HV,LV_HV,24,NA,0.039,0.189,NA,NA,1,0,,,,,,,,,,,,
LV,LVK,HV,LV_HV,24,NA,0.049,0.142,NA,NA,1,0,,,,,,,,,,,,
LV,LVK,LV,LV_LV,24,NA,0.031,0.104,NA,NA,1,0,,,,,,,,,,,,
LV,LVK,LV,LV_LV,24,NA,0.036,0.143,NA,NA,1,0,,,,,,,,,,,,
LV,LVK,LV,LV_LV,24,NA,0.012,0.209,NA,NA,1,0,,,,,,,,,,,,
LV,LVK,LV,LV_LV,24,NA,0.014,0.144,NA,NA,1,0,,,,,,,,,,,,
LV,LVL,HV,LV_HV,24,NA,0.027,0.326,NA,NA,1,0,,,,,,,,,,,,
LV,LVL,HV,LV_HV,24,NA,0.043,0.657,NA,NA,1,0,,,,,,,,,,,,
LV,LVL,HV,LV_HV,24,NA,0.06,0.52,NA,NA,1,0,,,,,,,,,,,,
LV,LVL,HV,LV_HV,24,NA,0.017,0.125,NA,NA,1,0,,,,,,,,,,,,
LV,LVL,LV,LV_LV,24,NA,0.025,0.437,NA,NA,1,0,,,,,,,,,,,,
LV,LVL,LV,LV_LV,24,NA,0.025,0.758,NA,NA,1,0,,,,,,,,,,,,
LV,LVL,LV,LV_LV,24,NA,0.021,0.588,NA,NA,1,0,,,,,,,,,,,,
LV,LVL,LV,LV_LV,24,NA,0.024,0.322,NA,NA,1,0,,,,,,,,,,,,
LV,LVM,HV,LV_HV,24,NA,0.031,0.106,NA,NA,1,0,,,,,,,,,,,,
LV,LVM,HV,LV_HV,24,NA,0.024,0.208,NA,NA,1,0,,,,,,,,,,,,
LV,LVM,HV,LV_HV,24,NA,0.028,0.042,NA,NA,1,0,,,,,,,,,,,,
LV,LVM,HV,LV_HV,24,NA,0.03,0.095,NA,NA,1,0,,,,,,,,,,,,
LV,LVM,LV,LV_LV,24,NA,0.046,0.044,NA,NA,1,0,,,,,,,,,,,,
LV,LVM,LV,LV_LV,24,NA,0.031,0.07,NA,NA,1,0,,,,,,,,,,,,
LV,LVM,LV,LV_LV,24,NA,0.035,0.133,NA,NA,1,0,,,,,,,,,,,,
LV,LVM,LV,LV_LV,24,NA,0.035,0.099,NA,NA,1,0,,,,,,,,,,,,
LV,LVN,HV,LV_HV,24,NA,0.037,0.116,NA,NA,1,0,,,,,,,,,,,,
LV,LVN,HV,LV_HV,24,NA,0.014,0.121,NA,NA,1,0,,,,,,,,,,,,
LV,LVN,HV,LV_HV,24,NA,0.017,0.135,NA,NA,1,0,,,,,,,,,,,,
LV,LVN,HV,LV_HV,24,NA,0.033,0.135,NA,NA,1,0,,,,,,,,,,,,
LV,LVN,LV,LV_LV,24,NA,0.03,0.161,NA,NA,1,0,,,,,,,,,,,,
LV,LVN,LV,LV_LV,24,NA,0.024,NA,NA,NA,NA,NA,,,,,,,,,,,,
LV,LVN,LV,LV_LV,24,NA,0.035,0.232,NA,NA,1,0,,,,,,,,,,,,
LV,LVN,LV,LV_LV,24,NA,0.013,0.171,NA,NA,1,0,,,,,,,,,,,,
LV,LVO,HV,LV_HV,24,NA,0.009,0.121,NA,NA,1,0,,,,,,,,,,,,
LV,LVO,HV,LV_HV,24,NA,0.015,0.372,NA,NA,1,1,,,,,,,,,,,,
LV,LVO,HV,LV_HV,24,NA,0.044,0.18,NA,NA,1,0,,,,,,,,,,,,
LV,LVO,HV,LV_HV,24,NA,0.054,0.44,NA,NA,1,1,,,,,,,,,,,,
LV,LVO,HV,LV_HV,24,NA,0.027,0.216,NA,NA,1,0,,,,,,,,,,,,
LV,LVO,LV,LV_LV,24,NA,0.023,0.266,NA,NA,1,0,,,,,,,,,,,,
LV,LVO,LV,LV_LV,24,NA,0.023,0.434,NA,NA,1,0,,,,,,,,,,,,
LV,LVO,LV,LV_LV,24,NA,0.023,0.481,NA,NA,1,0,,,,,,,,,,,,
MV,MVA,HV,MV_HV,24,NA,0.041,0.287,NA,NA,1,1,,,,,,,,,,,,
MV,MVA,HV,MV_HV,24,NA,0.017,0.269,NA,NA,1,1,,,,,,,,,,,,
MV,MVA,HV,MV_HV,24,NA,0.007,0.115,NA,NA,1,1,,,,,,,,,,,,
MV,MVA,HV,MV_HV,24,NA,0.042,0.044,NA,NA,1,1,,,,,,,,,,,,
MV,MVA,MV,MV_MV,24,NA,0.024,0.134,NA,NA,1,0,,,,,,,,,,,,
MV,MVA,MV,MV_MV,24,NA,0.026,0.185,NA,NA,1,0,,,,,,,,,,,,
MV,MVA,MV,MV_MV,24,NA,0.048,0.147,NA,NA,1,0,,,,,,,,,,,,
MV,MVA,MV,MV_MV,24,NA,0.05,0.163,NA,NA,1,0,,,,,,,,,,,,
MV,MVB,HV,MV_HV,24,NA,0.08,0.269,NA,NA,1,0,,,,,,,,,,,,
MV,MVB,HV,MV_HV,24,NA,NA,0.154,NA,NA,1,0,,,,,,,,,,,,
MV,MVB,HV,MV_HV,24,NA,0.025,0.237,NA,NA,1,0,,,,,,,,,,,,
MV,MVB,HV,MV_HV,24,NA,0.064,0.304,NA,NA,1,0,,,,,,,,,,,,
MV,MVB,HV,MV_HV,24,NA,0.053,0.312,NA,NA,1,0,,,,,,,,,,,,
MV,MVB,MV,MV_MV,24,NA,0.038,0.204,NA,NA,1,0,,,,,,,,,,,,
MV,MVB,MV,MV_MV,24,NA,0.02,0.22,NA,NA,1,0,,,,,,,,,,,,
MV,MVB,MV,MV_MV,24,NA,0.063,0.188,NA,NA,1,0,,,,,,,,,,,,
MV,MVC,HV,MV_HV,24,NA,0.08,0.4,NA,NA,1,0,,,,,,,,,,,,
MV,MVC,HV,MV_HV,24,NA,0.065,NA,NA,NA,0,NA,,,,,,,,,,,,
MV,MVC,HV,MV_HV,24,NA,0.046,0.176,NA,NA,1,0,,,,,,,,,,,,
MV,MVC,MV,MV_MV,24,NA,0.04,0.176,NA,NA,1,0,,,,,,,,,,,,
MV,MVC,MV,MV_MV,24,NA,0.06,0.201,NA,NA,1,0,,,,,,,,,,,,
MV,MVC,MV,MV_MV,24,NA,0.091,0.304,NA,NA,1,0,,,,,,,,,,,,
MV,MVC,MV,MV_MV,24,NA,0.005,0.222,NA,NA,1,0,,,,,,,,,,,,
MV,MVD,HV,MV_HV,24,NA,0.062,0.482,NA,NA,1,0,,,,,,,,,,,,
MV,MVD,HV,MV_HV,24,NA,0.034,0.356,NA,NA,1,0,,,,,,,,,,,,
MV,MVD,MV,MV_MV,24,NA,0.034,0.263,NA,NA,1,0,,,,,,,,,,,,
MV,MVD,MV,MV_MV,24,NA,0.039,0.235,NA,NA,1,0,,,,,,,,,,,,
MV,MVEnew,HV,MV_HV,24,NA,0.026,0.255,NA,NA,1,0,,,,,,,,,,,,
MV,MVEnew,HV,MV_HV,24,NA,0.007,0.134,NA,NA,1,0,,,,,,,,,,,,
MV,MVEnew,MV,MV_MV,24,NA,0.04,0.371,NA,NA,1,0,,,,,,,,,,,,
MV,MVEnew,MV,MV_MV,24,NA,0.025,0.114,NA,NA,1,0,,,,,,,,,,,,
MV,MVEnew,MV,MV_MV,24,NA,0.023,0.139,NA,NA,1,0,,,,,,,,,,,,
MV,MVK,HV,MV_HV,24,NA,0.011,0.416,NA,NA,1,0,,,,,,,,,,,,
MV,MVK,HV,MV_HV,24,NA,0.017,0.501,NA,NA,1,0,,,,,,,,,,,,
MV,MVK,HV,MV_HV,24,NA,0.022,0.414,NA,NA,1,0,,,,,,,,,,,,
MV,MVK,MV,MV_MV,24,NA,0.022,0.248,NA,NA,1,0,,,,,,,,,,,,
MV,MVK,MV,MV_MV,24,NA,0.012,0.233,NA,NA,1,0,,,,,,,,,,,,
MV,MVK,MV,MV_MV,24,NA,0.039,0.164,NA,NA,1,0,,,,,,,,,,,,
MV,MVK,MV,MV_MV,24,NA,0.025,0.231,NA,NA,1,0,,,,,,,,,,,,
MV,MVL,MV,MV_MV,24,NA,0.021,0.085,NA,NA,1,0,,,,,,,,,,,,
MV,MVL,MV,MV_MV,24,NA,0.027,0.056,NA,NA,1,0,,,,,,,,,,,,
MV,MVL,MV,MV_MV,24,NA,0.043,0.093,NA,NA,1,0,,,,,,,,,,,,
MV,MVM,HV,MV_HV,24,NA,0.033,0.321,NA,NA,1,0,,,,,,,,,,,,
MV,MVM,HV,MV_HV,24,NA,0.021,0.265,NA,NA,1,0,,,,,,,,,,,,
MV,MVM,HV,MV_HV,24,NA,0.03,0.354,NA,NA,1,0,,,,,,,,,,,,
MV,MVM,HV,MV_HV,24,NA,0.028,0.488,NA,NA,1,0,,,,,,,,,,,,
MV,MVM,MV,MV_MV,24,NA,0.023,0.319,NA,NA,1,0,,,,,,,,,,,,
MV,MVM,MV,MV_MV,24,NA,0.031,0.34,NA,NA,1,0,,,,,,,,,,,,
MV,MVM,MV,MV_MV,24,NA,0.023,0.173,NA,NA,1,0,,,,,,,,,,,,
MV,MVM,MV,MV_MV,24,NA,0.017,0.101,NA,NA,1,0,,,,,,,,,,,,
MV,MVN,HV,MV_HV,24,NA,0.018,0.028,NA,NA,1,1,,,,,,,,,,,,
MV,MVN,HV,MV_HV,24,NA,0.031,0.449,NA,NA,1,NA,,,,,,,,,,,,
MV,MVO,HV,MV_HV,24,NA,0.025,0.168,NA,NA,1,2,,,,,,,,,,,,
MV,MVO,HV,MV_HV,24,NA,0.101,0.188,NA,NA,1,1,,,,,,,,,,,,
MV,MVO,HV,MV_HV,24,NA,0.157,0.214,NA,NA,1,1,,,,,,,,,,,,
MV,MVO,HV,MV_HV,24,NA,0.104,0.146,NA,NA,1,1,,,,,,,,,,,,
MV,MVO,HV,MV_HV,24,NA,0.048,0.038,NA,NA,1,1,,,,,,,,,,,,
MV,MVO,HV,MV_HV,24,NA,0.049,0.847,NA,NA,1,1,28.7,30.45,2.76,34.27,2.48,5.07,88,36,,,,
MV,MVO,MV,MV_MV,24,NA,0.007,0.162,NA,NA,1,1,,,,,,,,,,,,
MV,MVO,MV,MV_MV,24,NA,0.012,0.175,NA,NA,1,1,,,,,,,,,,,,
MV,MVO,MV,MV_MV,24,NA,0.021,0.157,NA,NA,1,1,,,,,,,,,,,,
