date	SST	DHW	HVDayRange	HVDayMin	HVDayMax	HVDayMean	MVDayRange	MVDayMin	MVDayMax	MVDayMean	LVDayRange	LVDayMin	LVDayMax	LVDayMean	season
1/1/16	29.07	0	0.496	28.258	28.754	28.65270833	0.733	28.001	28.734	28.4758125	0.298	28.605	28.903	28.77875	Summer
1/2/16	29.91	0.14	1.197	28.555	29.752	29.03458333	1.695	28.298	29.993	29.01236458	0.748	28.754	29.502	29.07422396	Summer
1/3/16	29.85	0.14	1.199	28.754	29.953	29.12176042	1.559	28.515	30.074	29.08745833	0.848	28.754	29.602	29.0928125	Summer
1/4/16	29.44	0.14	1.903	28.655	30.558	29.33170833	2.633	28.655	31.288	29.32458333	1.961	28.903	30.864	29.51535938	Summer
1/5/16	29.4	0.14	3.019	28.555	31.574	29.59419792	3.553	28.635	32.188	29.74560417	2.6285	29.152	31.7805	29.88496875	Summer
1/6/16	29.27	0.14	3.938	28.456	32.394	30.00176042	5.116	28.377	33.493	30.15122917	2.9365	29.152	32.0885	30.15692708	Summer
1/7/16	29.3	0.14	3.751	28.953	32.704	30.091	5.876	28.794	34.67	30.26920833	3.147	29.352	32.499	30.21681771	Summer
1/8/16	29.32	0.14	1.201	28.953	30.154	29.3490625	1.462	28.833	30.295	29.32160417	1.5095	29.152	30.6615	29.49100521	Summer
1/9/16	29.11	0.14	3.332	28.754	32.086	29.68904167	5.257	28.675	33.932	29.79952083	3.288	28.853	32.141	29.71517708	Summer
1/10/16	29.21	0.14	2.215	29.053	31.268	29.70133333	3.987	28.675	32.662	29.84476042	2.575	29.053	31.628	29.74883333	Summer
1/11/16	29.07	0.14	2.419	29.053	31.472	29.7090625	3.786	28.794	32.58	29.83551042	1.7615	29.1025	30.864	29.65134375	Summer
1/12/16	29.55	0.14	2.313	28.853	31.166	29.61979167	3.202	28.535	31.737	29.65510417	1.504	28.953	30.457	29.5268125	Summer
1/13/16	29.21	0.14	1.103	29.152	30.255	29.43870833	1.222	29.073	30.295	29.50919792	0.802	29.252	30.054	29.42817708	Summer
1/14/16	29.06	0.14	1.201	28.953	30.154	29.40873958	1.95	29.033	30.983	29.56425	1.002	29.152	30.154	29.45635417	Summer
1/15/16	28.96	0.14	0.399	28.853	29.252	29.05886458	0.539	28.813	29.352	29.09753125	0.399	28.953	29.352	29.1461875	Summer
1/16/16	28.83	0.14	0.199	28.754	28.953	28.8481875	0.358	28.655	29.013	28.85911458	0.398	28.655	29.053	28.87105208	Summer
1/17/16	28.74	0.14	2.386	27.567	29.953	29.05297917	0.496	28.377	28.873	28.65321875	0.498	28.555	29.053	28.75925	Summer
1/18/16	28.3	0.14	1.096	28.456	29.552	28.93994792	1.015	28.337	29.352	28.71107292	0.796	28.456	29.252	28.6991875	Summer
1/19/16	28.13	0.14	0.997	28.555	29.552	28.85380208	1.418	28.515	29.933	28.96245833	0.697	28.555	29.252	28.81527083	Summer
1/20/16	28.2	0.14	2.505	28.357	30.862	29.08696875	2.157	28.179	30.336	29.01752083	1.398	28.555	29.953	28.98475	Summer
1/21/16	28.43	0.14	2.5	28.159	30.659	28.98307292	2.282	28.04	30.322	28.99438542	2.001	28.456	30.457	28.93252083	Summer
1/22/16	28.54	0.14	NA	NA	NA	NA	3.756	28.159	31.915	29.29341667	3.828	28.258	32.086	29.21	Summer
1/23/16	28.73	0.14	NA	NA	NA	NA	5.325	27.731	33.056	29.4205625	5.313	27.961	33.274	29.47579167	Summer
1/24/16	28.98	0.14	NA	NA	NA	NA	6.484	28.08	34.564	30.05220833	5.18	28.4065	33.5865	29.72075521	Summer
1/25/16	28.98	0.14	NA	NA	NA	NA	4.202	28.357	32.559	29.65996875	1.196	28.456	29.652	29.030125	Summer
1/26/16	28.87	0.14	NA	NA	NA	NA	4.763	27.941	32.704	29.44055208	1.297	28.5055	29.8025	28.97088542	Summer
1/27/16	28.66	0.14	NA	NA	NA	NA	4.303	27.783	32.086	29.26011458	1.8495	28.456	30.3055	29.06423958	Summer
1/28/16	28.57	0.14	1.995	28.159	30.154	29.03847917	3.94	27.35	31.29	29.12148958	1.847	28.3075	30.1545	29.08490104	Summer
1/29/16	28.51	0.14	2.201	28.357	30.558	29.73068125	4.277	27.744	32.021	29.913275	1.953	28.555	30.508	29.47861875	Summer
1/30/16	28.54	0.14	1.9	28.456	30.356	29.30460417	2.97	27.994	30.964	29.30190625	1.447	28.456	29.903	29.19641667	Summer
1/31/16	28.66	0.14	1.799	28.456	30.255	29.24423958	2.518	28.04	30.558	29.26601042	1.698	28.456	30.154	29.18715625	Summer
2/1/16	28.9	0.14	2.408	28.555	30.963	29.72973958	3.64	28.119	31.759	29.90648958	2.509	28.555	31.064	29.69325521	Summer
2/2/16	29.27	0.14	1.909	28.953	30.862	29.65672917	2.759	28.714	31.473	30.03894792	1.352	28.903	30.255	29.52635938	Summer
2/3/16	29.04	0.14	2.307	28.555	30.862	29.14644792	3.075	28.357	31.432	29.34148958	1.2475	28.555	29.8025	29.023625	Summer
2/4/16	28.98	0.14	1.698	28.456	30.154	29.03794792	2.827	28.218	31.045	29.06176042	0.997	28.605	29.602	28.9486875	Summer
2/5/16	29	0.14	2.511	28.655	31.166	29.24365625	4.072	28.119	32.191	29.47364583	0.797	28.655	29.452	28.90751563	Summer
2/6/16	28.76	0.14	2.406	28.456	30.862	29.20585417	4.483	28.179	32.662	29.50377083	1.248	28.655	29.903	29.01840625	Summer
2/7/16	29.08	0.14	4.149	28.555	32.704	29.72197917	5.979	28.337	34.316	30.11748958	4.617	28.605	33.222	29.70605729	Summer
2/8/16	28.98	0.14	4.26	28.754	33.014	29.90866667	5.462	28.219	33.681	30.12376042	5.7135	28.555	34.2685	30.02519271	Summer
2/9/16	29.3	0.14	4.572	28.754	33.326	30.08951042	6.109	28.476	34.585	30.27561458	5.199	28.754	33.953	30.15429688	Summer
2/10/16	29.91	0.29	3.123	28.655	31.778	29.61552083	5.277	28.655	33.932	30.09141667	3.582	28.555	32.137	29.56113542	Summer
2/11/16	29.76	0.29	3.418	28.258	31.676	29.62457292	5.443	27.863	33.306	29.88967708	3.613	27.961	31.574	29.3460625	Summer
2/12/16	29.6	0.29	2.815	28.555	31.37	29.77321875	5.65	28.199	33.849	30.24469792	3.163	28.258	31.421	29.55359896	Summer
2/13/16	29.61	0.29	2.723	28.953	31.676	30.15070833	3.972	28.794	32.766	30.23352083	2.4105	28.7045	31.115	29.82744271	Summer
2/14/16	29.87	0.29	0.903	29.352	30.255	29.87491667	2.171	28.833	31.004	29.80707292	1.155	29.302	30.457	29.85270833	Summer
2/15/16	29.66	0.29	0.501	29.452	29.953	29.66679167	1.222	29.073	30.295	29.70439583	0.5515	29.452	30.0035	29.62457292	Summer
2/16/16	29.55	0.29	0.499	29.053	29.552	29.37909375	0.779	28.953	29.732	29.296	0.4	29.352	29.752	29.48377083	Summer
2/17/16	29.39	0.29	0.6	29.152	29.752	29.42908333	1.121	28.973	30.094	29.4509375	0.551	29.302	29.853	29.51818229	Summer
2/18/16	29.3	0.29	0.3	29.152	29.452	29.37804167	0.739	28.833	29.572	29.20065625	0.45	29.152	29.602	29.44783333	Summer
2/19/16	29.19	0.29	0.4	29.152	29.552	29.292625	1.159	28.774	29.933	29.29396875	0.8	29.053	29.853	29.31716667	Summer
2/20/16	29.15	0.29	0.498	28.754	29.252	29.09619792	1.113	28.159	29.272	28.93422917	0.647	28.655	29.302	29.07550521	Summer
2/21/16	28.68	0.29	1.697	28.357	30.054	29.0803125	2.777	27.882	30.659	29.04792708	1.497	28.456	29.953	29.04602604	Summer
2/22/16	28.96	0.29	1.905	28.754	30.659	29.252375	3.466	28.476	31.942	29.326125	1.7555	28.853	30.6085	29.301625	Summer
2/23/16	28.58	0.29	1.7	28.555	30.255	29.06188542	3.227	27.961	31.188	29.03964583	1.298	28.655	29.953	29.02717188	Summer
2/24/16	28.45	0.29	1.999	28.357	30.356	28.97046875	5.125	27.724	32.849	29.31577083	1.9495	28.4065	30.356	28.94294792	Summer
2/25/16	28.61	0.29	0.794	28.159	28.953	28.52446875	1.33	27.842	29.172	28.48370833	0.8445	28.2085	29.053	28.5481875	Summer
2/26/16	28.45	0.29	0.596	28.357	28.953	28.56571875	1.548	27.744	29.292	28.44804167	0.7455	28.3075	29.053	28.591125	Summer
2/27/16	28.28	0.29	0.695	28.258	28.953	28.53798958	2.175	27.961	30.136	28.63023958	1.093	28.159	29.252	28.56038021	Summer
2/28/16	28.36	0.29	0.993	28.159	29.152	28.54632292	2.524	27.409	29.933	28.51508333	1.092	28.06	29.152	28.54897917	Summer
2/29/16	28.36	0.29	0.795	28.357	29.152	28.70259375	2.072	27.922	29.994	28.76517708	1.1445	28.3075	29.452	28.74873958	Summer
3/1/16	28.45	0.29	0.996	28.456	29.452	28.91088542	1.815	28.139	29.954	28.87564583	1.0455	28.4065	29.452	28.84130729	Summer
3/2/16	28.76	0.29	1.197	28.555	29.752	28.94004167	2.157	28.159	30.316	28.95039583	0.847	28.605	29.452	28.86672396	Summer
3/3/16	28.64	0.29	1.197	28.555	29.752	28.86738542	1.295	28.332	29.627	28.77455208	0.597	28.555	29.152	28.77020313	Summer
3/4/16	28.6	0.29	1.599	28.555	30.154	28.94008333	1.949	28.357	30.306	28.91228125	1.4475	28.5055	29.953	29.01138542	Summer
3/5/16	28.79	0.29	0.997	28.655	29.652	29.06226042	1.147	28.58	29.727	29.091375	1.7	28.555	30.255	29.05240104	Summer
3/6/16	28.84	0.29	1.4	28.754	30.154	29.07067708	2.533	28.481	31.014	29.21020833	0.898	28.754	29.652	28.98574479	Summer
3/7/16	29.04	0.29	0.997	28.655	29.652	28.90359375	1.898	28.357	30.255	28.96351042	0.797	28.555	29.352	28.81379167	Summer
3/8/16	29.23	0.29	1.599	28.555	30.154	29.09713542	3.056	28.11	31.166	29.18642708	1.4475	28.5055	29.953	28.98310417	Summer
3/9/16	29.2	0.29	1.399	28.655	30.054	29.05005208	3.146	28.258	31.404	29.15522917	1.348	28.605	29.953	28.98966146	Summer
3/10/16	29.26	0.29	0.497	28.456	28.953	28.70114583	0.793	28.093	28.886	28.49411458	0.497	28.456	28.953	28.72084896	Summer
3/11/16	29.04	0.29	1.398	28.555	29.953	29.10839583	2.099	28.324	30.423	29.12097917	1.3985	28.605	30.0035	29.14420313	Summer
3/12/16	28.92	0.29	1.501	28.754	30.255	29.36539583	2.475	28.522	30.997	29.38782292	1.5535	28.853	30.4065	29.4049375	Summer
3/13/16	28.84	0.29	1.001	29.053	30.054	29.4795	2.277	28.754	31.031	29.50910417	0.9515	29.1025	30.054	29.47570833	Summer
3/14/16	28.94	0.29	0.701	29.252	29.953	29.5051875	0.834	29.086	29.92	29.45358333	1.101	29.003	30.104	29.56155729	Summer
3/15/16	29.34	0.29	0.701	29.252	29.953	29.59586458	0.734	29.219	29.953	29.53126042	1.202	29.053	30.255	29.63379688	Summer
3/16/16	29.65	0.29	0.703	29.552	30.255	29.74421875	0.837	29.385	30.222	29.73389583	1.259	29.552	30.811	29.85629167	Summer
3/17/16	29.89	0.29	1.308	29.452	30.76	29.87203125	1.951	29.385	31.336	29.9821875	1.3605	29.552	30.9125	29.92295833	Summer
3/18/16	30.01	0.45	1.411	29.552	30.963	30.17228125	1.85	29.452	31.302	30.17326042	1.1075	29.602	30.7095	30.03904688	Summer
3/19/16	29.88	0.45	1.214	30.054	31.268	30.41846875	2.026	29.752	31.778	30.37015625	1.416	29.903	31.319	30.38715104	Summer
3/20/16	30.02	0.61	2.032	30.054	32.086	30.52151042	2.817	29.819	32.636	30.56904167	1.673	30.054	31.727	30.53555208	Summer
3/21/16	30.11	0.78	1.927	29.953	31.88	30.58973958	3.396	29.619	33.015	30.69253125	1.775	30.054	31.829	30.59282292	Summer
3/22/16	30.37	0.99	1.522	30.154	31.676	30.70215625	2.098	29.886	31.984	30.63620833	1.4205	30.2045	31.625	30.5755625	Summer
3/23/16	30.68	1.24	1.012	30.154	31.166	30.48563542	1.997	29.987	31.984	30.56835417	1.369	30.154	31.523	30.58597396	Summer
3/24/16	30.32	1.45	0.809	30.154	30.963	30.43609375	1.214	30.02	31.234	30.46720833	1.268	30.255	31.523	30.60971875	Summer
3/25/16	30.28	1.64	0.706	30.054	30.76	30.35610417	1.248	29.987	31.235	30.34885417	0.9095	30.104	31.0135	30.45928125	Summer
3/26/16	30.28	1.7	0.911	30.255	31.166	30.56764583	1.215	30.087	31.302	30.56721875	0.6575	30.255	30.9125	30.59334896	Summer
3/27/16	30.42	1.91	0.405	30.457	30.862	30.62328125	0.472	30.356	30.828	30.54440625	0.5565	30.5075	31.064	30.70808333	Summer
3/28/16	30.42	2.13	0.708	30.356	31.064	30.620375	1.521	30.087	31.608	30.612625	0.709	30.457	31.166	30.65192188	Summer
3/29/16	30.38	2.34	0.809	30.154	30.963	30.42654167	1.281	29.92	31.201	30.37473958	0.809	30.2045	31.0135	30.48179688	Summer
3/30/16	30.4	2.56	0.706	30.054	30.76	30.32461458	1.48	29.652	31.132	30.27605208	0.8075	30.0035	30.811	30.35709375	Summer
3/31/16	30.22	2.75	0.706	30.054	30.76	30.371875	0.976	29.987	30.963	30.40128125	0.909	30.054	30.963	30.36558333	Summer
4/1/16	30.3	2.95	0.708	30.255	30.963	30.46448958	1.418	30.02	31.438	30.51064583	0.809	30.2045	31.0135	30.51077083	Summer
4/2/16	30.1	3.12	1.211	29.853	31.064	30.36364583	1.444	29.485	30.929	30.15548958	1.163	30.054	31.217	30.42831771	Summer
4/3/16	30.17	3.3	1.115	30.255	31.37	30.57407292	1.992	29.786	31.778	30.47975	1.115	30.255	31.37	30.65490104	Summer
4/4/16	30.24	3.49	0.91	30.154	31.064	30.47183333	1.585	29.853	31.438	30.42794792	1.114	30.154	31.268	30.51453125	Summer
4/5/16	30.45	3.71	1.726	30.154	31.88	30.61253125	2.029	29.92	31.949	30.60572917	2.6	30.104	32.704	30.76238542	Summer
4/6/16	30.31	3.91	0.909	30.054	30.963	30.48033333	1.211	29.752	30.963	30.37216667	0.607	30.255	30.862	30.49552604	Summer
4/7/16	30.52	4.14	2.431	29.552	31.983	30.653875	4.354	29.285	33.639	30.758125	3.531	30.0035	33.5345	30.92853125	Summer
4/8/16	30.32	4.35	1.313	29.853	31.166	30.47838542	1.685	29.685	31.37	30.38401042	1.265	30.054	31.319	30.57304688	Summer
4/9/16	30.28	4.54	0.504	30.054	30.558	30.28244792	0.839	29.652	30.491	30.16852083	0.454	30.104	30.558	30.31918229	Summer
4/10/16	30.05	4.71	0.504	29.953	30.457	30.11773958	0.872	29.619	30.491	29.98380208	0.4535	30.0035	30.457	30.15705729	Summer
4/11/16	30.12	4.88	0.402	29.853	30.255	30.04430208	0.938	29.452	30.39	29.91367708	0.352	29.903	30.255	30.04740625	Summer
4/12/16	29.89	4.88	0.704	29.652	30.356	30.00770833	0.971	29.419	30.39	29.96836458	0.704	29.652	30.356	30.01660417	Summer
4/13/16	29.8	4.88	0.603	29.652	30.255	29.95219792	0.803	29.385	30.188	29.914	0.603	29.652	30.255	29.93289063	Summer
4/14/16	29.78	4.88	0.502	29.552	30.054	29.88410417	0.735	29.352	30.087	29.80134375	0.6015	29.402	30.0035	29.86425	Summer
4/15/16	29.75	4.88	0.501	29.452	29.953	29.71998958	0.734	29.219	29.953	29.66579167	0.601	29.352	29.953	29.73743229	Summer
4/16/16	29.53	4.88	0.503	29.752	30.255	29.93342708	0.837	29.519	30.356	29.89292708	0.604	29.752	30.356	29.95069792	Winter
4/17/16	29.69	4.88	1.11	29.853	30.963	30.13689583	1.753	29.685	31.438	30.16777083	0.8565	29.853	30.7095	30.12322917	Winter
4/18/16	29.63	4.88	0.402	29.853	30.255	30.03073958	0.837	29.519	30.356	30.00108333	0.503	29.853	30.356	30.06330208	Winter
4/19/16	29.61	4.88	0.302	29.752	30.054	29.89467708	0.635	29.452	30.087	29.83892708	0.352	29.702	30.054	29.9066875	Winter
4/20/16	29.68	4.88	0.703	29.552	30.255	29.82966667	1.137	29.219	30.356	29.78196875	0.602	29.552	30.154	29.81084375	Winter
4/21/16	29.77	4.88	1.006	29.552	30.558	29.81973958	2.181	29.019	31.2	29.73682292	1.1065	29.502	30.6085	29.83219792	Winter
4/22/16	29.4	4.88	0.501	29.352	29.853	29.60311458	0.766	29.053	29.819	29.4871875	0.501	29.452	29.953	29.58854167	Winter
4/23/16	29.02	4.88	0.898	28.754	29.652	29.23363542	0.964	28.555	29.519	29.08496875	0.897	28.655	29.552	29.2096875	Winter
4/24/16	29.16	4.88	0.501	29.352	29.853	29.56045833	1.202	29.053	30.255	29.62528125	0.6515	29.352	30.0035	29.56883854	Winter
4/25/16	29.45	4.88	0.501	29.452	29.953	29.6470625	1.239	29.252	30.491	29.69026042	0.652	29.402	30.054	29.65382813	Winter
4/26/16	29.24	4.88	0.3	29.252	29.552	29.405125	0.367	29.185	29.552	29.37590625	0.35	29.252	29.602	29.4348125	Winter
4/27/16	29.21	4.88	0.6	29.152	29.752	29.38845833	1.566	28.555	30.121	29.29396875	0.8505	29.1025	29.953	29.41565104	Winter
4/28/16	28.96	4.88	0.4	29.152	29.552	29.32075	0.665	28.82	29.485	29.14967708	0.649	29.003	29.652	29.30203646	Winter
4/29/16	29.17	4.88	0.399	28.953	29.352	29.11603125	0.763	28.489	29.252	28.92540625	0.449	28.903	29.352	29.11706771	Winter
4/30/16	29.18	4.88	0.399	28.853	29.252	29.05379167	0.731	28.588	29.319	28.97795833	0.399	28.903	29.302	29.05944792	Winter
5/1/16	29.05	4.88	0.699	28.853	29.552	29.0880625	1.232	28.588	29.82	29.03770833	0.799	28.853	29.652	29.10836979	Winter
5/2/16	28.85	4.88	0.598	28.754	29.352	29.04854167	0.864	28.688	29.552	29.02961458	0.798	28.754	29.552	29.09330729	Winter
5/3/16	29.26	4.88	0.599	29.053	29.652	29.21794792	0.866	28.853	29.719	29.18715625	1	28.953	29.953	29.2784375	Winter
5/4/16	29.36	4.74	0.6	29.152	29.752	29.405125	1.168	28.986	30.154	29.43146875	1.2535	29.1025	30.356	29.47207813	Winter
5/5/16	29.43	4.74	1.306	29.252	30.558	29.67265625	2.077	28.953	31.03	29.67859375	1.51	29.352	30.862	29.72720833	Winter
